eid,n,t,w
190447,bréjaude,1,52
190456,okrochka,1,80
190464,soupe de tomate,1,54
190715,immeuble de grande hauteur,1,56
190780,société de cautionnement,1,54
190847,accélérant,1,52
190848,accélérée,1,54
190852,chemin de grande randonnée,1,78
190853,à quinze,1,64
190854,à treize,1,66
190856,matière obligatoire,1,54
190857,matière optionnelle,1,64
190859,en quatre,1,56
190860,mona lisa,1,52
190862,chaise musicale,1,64
190865,chauffé,1,104
190866,tueuse,1,80
190867,tuée,1,70
190868,brosse à habits,1,52
190869,poire mûre,1,54
190871,belle mère,1,52
190878,espionnant,1,52
190879,race de chien,1,110
190885,maladie de l'oeil,1,52
190899,bleu d'Auvergne,1,52
190902,boîte postale,1,56
190931,Collonges-au-Mont-d'Or,1,60
190933,femme mariée,1,64
190935,rester silencieux,1,70
190942,expirée,1,56
190949,Ogme,1,54
190950,Bluray,1,52
190975,Hong-Kong,1,52
190979,île de Man,1,52
191017,République française,1,54
191136,roulotte à patates frites,1,52
191138,à l'aide,1,62
191151,bisque bisque rage,1,52
191157,carpe diem,1,76
191187,Inch'Allah,1,52
191254,recueil de poèmes,1,58
191261,mégalodon,1,52
191338,bas rouge,1,52
191367,border collie,1,52
191373,bouvier des Flandres,1,54
191447,fox terrier,1,52
191540,terrier écossais,1,52
191572,filière bois,1,52
191592,La Palud-sur-Verdon,1,54
191593,mauvaise conscience,1,54
191595,véhicule motorisé,1,54
191599,VPC,1,58
191611,omble de fontaine,1,52
191614,1er avril,1,52
191636,police montée,1,52
191646,augmentée,1,56
191652,être appelé,1,60
191659,être pris pour,1,54
191664,banane plantain,1,56
191675,Vietcong,1,52
191676,guerre d'Indochine,1,60
191680,festival de cinéma,1,52
191681,superhéros,1,56
191686,A6,1,52
191693,ministre d'état,1,58
191694,cancer en phase terminale,1,52
191699,convoi funéraire,1,74
191701,machin chose,1,52
191702,faire un tatouage,1,60
191710,espace vectoriel,1,52
191711,être mangé,1,104
191712,citations,1,54
191722,steak haché,1,146
191724,séparer du milieu extérieur,1,52
191726,faire du sport,1,192
191738,produire de l'électricité,1,66
191739,manger des insectes,1,60
191749,le mien,1,84
191751,le sien,1,60
191752,le tien,1,56
191774,œuf dur,1,62
191775,aliment de base,1,52
191776,légume-racine,1,56
191777,pâtes alimentaires,1,56
191782,La Mort aux trousses,1,68
191791,chassis,1,56
191806,forme physique,1,62
191807,parlée,1,56
191809,croyants,1,56
191810,Alexandre Dumas fils,1,70
191811,granny smith,1,116
191812,pont suspendu,1,64
191813,vache sacrée,1,52
191814,fille laide,1,52
191815,enrichies,1,52
191816,suicidée,1,58
191818,gros nez,1,68
191819,grand nez,1,56
191821,placé entre les yeux,1,52
191822,entre les yeux,1,52
191827,gâteau sec,1,158
191879,divinités,1,148
191892,guerre de Troie,1,130
191895,salade de fruit,1,74
191896,salade de tomates,1,58
191898,Patrick Swayze,1,54
191921,accenteur mouchet,1,52
191930,actinodure du Népal,1,52
191972,aigrette neigeuse,1,52
192301,buse féroce,1,52
192394,calliste superbe,1,52
192421,canard casqué,1,52
192430,canard de Maurice,1,52
192471,carouge de Californie,1,54
192472,carouge de la Martinique,1,54
192473,carouge à tête jaune,1,54
192474,carouge à épaulettes,1,54
192541,cigogne blanche,1,52
192619,conure couronnée,1,52
192625,conure de Molina,1,52
192626,conure de Patagonie,1,52
192631,conure des cactus,1,52
192633,conure jandaya,1,52
192636,conure naine,1,52
192637,conure nanday,1,52
192639,conure soleil,1,52
192640,conure tiriba,1,52
192641,conure verte,1,52
192642,conure veuve,1,52
192649,conure à tête d'or,1,52
192650,conure à tête jaune,1,52
192651,conure à tête rouge,1,52
192784,cutie du Népal,1,52
192799,dendrocygne tacheté,1,52
192815,dromoïque du désert,1,54
192869,érismature à tête blanche,1,52
192872,érismature rousse,1,52
192954,fauvette grisette,1,52
192955,fauvette mélanocéphale,1,52
193016,ganga tacheté,1,52
193127,grand-duc du Népal,1,52
193144,grimpar tacheté,1,52
193148,grimpereau des bois,1,52
193181,grue du Japon,1,54
193330,hirondelle du Népal,1,52
193388,huîtrier fuligineux,1,52
193389,huîtrier noir,1,52
193390,huîtrier pie,1,52
193421,ibis rouge,1,52
193422,ibis sacré,1,52
193492,kiwi austral,1,52
193841,mérion superbe,1,52
193865,nandou d'Amérique,1,52
193866,nandou de Darwin,1,52
193873,nette à tête rose,1,52
193909,oiseau bleu,1,56
193985,paradisier huppé,1,52
193989,paradisier superbe,1,52
194629,sterne fuligineuse,1,52
194675,tadorne casarca,1,54
194676,tadorne d'Australie,1,52
194678,tadorne de Corée,1,54
194679,tadorne de paradis,1,54
194680,tadorne radjah,1,52
194726,tantale indien,1,52
194994,chez elle,1,76
194997,four à pizza,1,62
195012,professeur de faculté,1,64
195019,tâché,1,52
195025,franchouillard,1,54
195030,sommets,1,56
195038,Buskerud,1,54
195039,à l'essai,1,64
195042,rhums,1,52
195047,le petit chaperon rouge,1,56
195049,études de lettres,1,52
195050,poursuivre ses études,1,54
195051,creuser un trou,1,54
195054,dissonnance,1,54
195062,seattle,1,52
195064,ligue 1,1,52
195072,exploitant agricole,1,52
195073,circus,1,56
195080,petit chef,1,88
195137,grande cuillère,1,56
195150,espaces,1,58
195166,grande forêt,1,52
195168,reese,1,52
195171,royaume alaman,1,54
195189,Djebel Boukornine,1,54
195191,négociations,1,64
195195,petit sourire,1,74
195197,:(,1,56
195204,desperate housewives,1,54
195205,supersymétrie,1,62
195206,Pinna nobilis,1,52
195212,angelina jolie,1,56
195219,Jacques-Bénigne Bossuet,1,52
195228,réalisateur de film,1,52
195229,réalisateur de films,1,52
195231,marché aux fleurs,1,56
195233,grippe A,1,54
195234,H1N1,1,82
195235,C6,1,166
195242,Bindusâra,1,54
195246,Récré A2,1,54
195250,3D,1,90
195252,tanzanite,1,52
195253,subprime,1,58
195256,délibérations,1,52
195258,macintosh,1,58
195260,électeurs,1,84
195261,discutée,1,58
195262,livre de chimie,1,54
195264,continent européen,1,56
195265,capitale administrative,1,60
195266,joyeuse fête,1,54
195267,Roselyne Febvre,1,54
195269,manta,1,106
195274,grand bras,1,52
195275,bois précieux,1,54
195278,langue d'oc,1,54
195284,grande aiguille,1,56
195286,mal construire,1,54
195287,archipel des Sulu,1,54
195288,aller aux toilettes,1,108
195289,hirudine,1,54
195290,faire des meubles,1,62
195291,Pagny,1,58
195294,Rus,1,52
195303,adroites,1,58
195306,fin de siècle,1,60
195307,rationnelle,1,52
195308,dernière lettre,1,114
195313,petit-déjeuner au lit,1,62
195319,maladie neurologique,1,54
195320,quart de queue,1,54
195321,atome d'oxygène,1,52
195322,bipper,1,60
195324,catholiques,1,76
195327,avion à hélice,1,72
195334,carottes,1,176
195337,bataille de Naseby,1,54
195360,à charge de revanche,1,52
195371,à côté de,1,52
195372,à côté de la plaque,1,64
195383,à demain,1,54
195388,à Dieu vat,1,52
195393,à dose homéopathique,1,52
195404,à géométrie variable,1,52
195407,à grandes enjambées,1,58
195429,à la broche,1,56
195430,à la brunante,1,52
195434,à la carbonara,1,52
195445,à la dernière minute,1,56
195461,à la fraîche,1,52
195464,à la gomme,1,78
195478,à la mamelle,1,52
195495,à la porte,1,54
195503,à la renverse,1,52
195511,à la tâche,1,52
195517,à la verticale,1,52
195543,à pas de géant,1,58
195550,à petites doses,1,52
195552,à petits pas,1,56
195555,à pieds,1,64
195558,à pinces,1,52
195568,à plusieurs reprises,1,54
195574,à proximité de,1,56
195589,à succès,1,56
195594,à terre,1,52
195606,à toute blinde,1,58
195614,à un jet de pierre,1,52
195632,abattre de la besogne,1,52
195641,abonder dans le sens de qqn,1,54
195649,abus de biens sociaux,1,68
195651,abus de pouvoir,1,68
195668,accident de parcours,1,52
195683,accusateur public,1,54
195684,accuser du retard,1,58
195685,accuser le coup,1,54
195691,acides gras,1,72
195703,acte gratuit,1,52
195704,acte juridique,1,56
195737,ADP,1,52
195757,âge de la pierre polie,1,52
195758,âge de la pierre taillée,1,52
195759,âge de raison,1,64
195762,agence de publicité,1,52
195796,aide médicale,1,56
195807,aile de corbeau,1,56
195829,alea jacta est,1,54
195838,aller à,1,66
195844,aller à la messe,1,88
195846,aller à pied,1,62
195847,aller à sa perte,1,52
195851,aller au dodo,1,52
195852,aller au lit,1,82
195857,aller chercher,1,70
195877,aller sans dire,1,52
195878,aller se coucher,1,82
195881,aller trop loin,1,62
195882,aller vite,1,88
195893,allumer un feu,1,52
195902,alvéole dentaire,1,52
195904,amande douce,1,58
195909,ambiance sonore,1,52
195916,amener à,1,54
195920,Âmes du purgatoire,1,52
195934,ampoule de Vater,1,80
195935,ampoule rectale,1,58
195944,analyse logique,1,52
195949,ancien combattant,1,54
195975,animaux domestiques,1,60
195996,antiagrégant plaquettaire,1,56
195998,anti-inflammatoire non stéroïdien,1,66
196003,Apennins,1,52
196014,appareil de Golgi,1,60
196018,appareil olfactif,1,52
196019,appareil reproducteur,1,62
196031,appétit charnel,1,54
196032,appétit sexuel,1,74
196043,âpre au gain,1,66
196048,après vous,1,52
196055,arbre à palabres,1,62
196061,arc branchial,1,62
196065,arc vertébral,1,54
196074,argument de vente,1,52
196107,art de vivre,1,52
196114,art poétique,1,54
196121,artiste lyrique,1,60
196123,arts de la table,1,62
196124,arts plastiques,1,68
196131,Asiatique,1,56
196135,asilidés,1,52
196147,assistance circulatoire,1,52
196149,assistance sociale,1,54
196155,association de consommateurs,1,52
196165,assurer ses arrières,1,52
196183,attaque à main armée,1,72
196184,attaque en flèche,1,58
196185,attaque verbale,1,58
196195,attendre à la sortie,1,52
196198,attendre de pied ferme,1,52
196210,attraper froid,1,56
196218,au bénéfice du doute,1,52
196219,au biberon,1,54
196223,au bon moment,1,76
196225,au bord de,1,52
196226,au bout de,1,52
196229,au bout du rouleau,1,104
196231,au centre,1,62
196236,au coin de,1,52
196242,au court-bouillon,1,52
196250,au dernier moment,1,70
196260,au fil du temps,1,68
196265,au four,1,58
196301,au niveau de,1,56
196303,au pas de course,1,52
196329,au risque de,1,52
196342,au temps pour moi,1,58
196356,audience publique,1,54
196362,aurore polaire,1,66
196378,aux enchères,1,58
196399,avec ardeur,1,66
196400,avec brio,1,52
196405,avec effusion,1,54
196410,avec insistance,1,76
196416,avec peine,1,82
196435,avoir bon espoir,1,52
196441,avoir chaud,1,122
196450,avoir de la chance,1,144
196453,avoir de la fièvre,1,154
196462,avoir des abdos,1,70
196473,avoir des gaz,1,60
196500,avoir du répondant,1,56
196507,avoir du ventre,1,66
196513,avoir envie de,1,52
196522,avoir hâte de,1,52
196523,avoir honte,1,90
196529,avoir la boule à zéro,1,82
196535,avoir la chiasse,1,72
196536,avoir la colique,1,64
196544,avoir la foi,1,58
196551,avoir la mémoire courte,1,58
196558,avoir la peau du ventre bien tendue,1,52
196585,avoir le coup de foudre pour,1,52
196598,avoir le moral,1,52
196600,avoir le nez bouché,1,52
196611,avoir le souffle court,1,60
196612,avoir le sourire,1,54
196613,avoir le trouillomètre à zéro,1,68
196626,avoir les jambes en coton,1,76
196642,avoir les yeux plus grands que le ventre,1,58
196648,avoir mal à la tête,1,80
196653,avoir perdu sa langue,1,54
196657,avoir plusieurs cordes à son arc,1,52
196677,avoir sa dose,1,54
196688,avoir ses règles,1,140
196689,avoir soif,1,76
196719,avoir un faible pour,1,70
196723,avoir un petit creux,1,76
196741,avoir une idée derrière la tête,1,58
196743,avoir une mauvaise vue,1,56
196751,avortement thérapeutique,1,52
196769,bain de bouche,1,120
196771,bain de vapeur,1,58
196773,bain moussant,1,52
196774,bain turc,1,68
196783,baisse des prix,1,56
196786,baisser le prix,1,60
196788,baisser les yeux,1,60
196793,Baldr,1,54
196796,balle de coton,1,52
196798,ballets bleus,1,52
196800,ballon captif,1,70
196804,banc de poissons,1,64
196819,banque du sperme,1,54
196821,Barbie,1,94
196825,barrage de police,1,94
196828,barrage hydraulique,1,58
196831,barre de fer,1,68
196845,bas à varices,1,52
196849,bas de gamme,1,52
196850,bas les pattes,1,52
196855,base azotée,1,82
196860,base purique,1,54
196870,bassin minier,1,52
196872,bataillon de discipline,1,52
196898,battre pavillon,1,52
196904,BCBG,1,88
196907,beau brin de fille,1,52
196920,belles manières,1,52
196929,benne à ordures,1,60
196957,bien immeuble,1,54
196960,bien intentionné,1,52
196967,bien payé,1,52
196990,bijouterie fantaisie,1,58
196994,biologie médicale,1,54
197020,boîte à bijoux,1,52
197022,boîte à musique,1,52
197030,bombe à eau,1,56
197044,bon génie,1,62
197048,bon pour accord,1,54
197051,bon usage,1,52
197059,bonne éducation,1,70
197060,bonne forme,1,60
197062,bonne nouvelle,1,134
197067,bonne surprise,1,54
197068,bonne tenue,1,52
197086,bouche en cul-de-poule,1,62
197090,bouchon de cérumen,1,62
197104,boule de nerfs,1,66
197114,bourrer de coups,1,52
197119,bouton de manchette,1,66
197123,branche indienne,1,52
197125,branche iranienne,1,52
197126,branler le chef,1,52
197133,brasser des millions,1,72
197134,brebis égarée,1,80
197152,brossé,1,64
197154,bruit de bottes,1,52
197172,buisson ardent,1,58
197173,bulbe olfactif,1,52
197182,bureau de réception,1,52
197188,ça alors,1,52
197189,ça arrive,1,52
197194,ça marche,1,56
197203,CAC,1,56
197204,cachet de la poste,1,54
197216,calibré,1,52
197225,camp de prisonniers,1,64
197227,camp de travail,1,82
197231,campagne de publicité,1,52
197233,canal carpien,1,52
197234,canal cholédoque,1,56
197239,canal lacrymal,1,60
197242,canal thoracique,1,52
197268,caractère héréditaire,1,54
197280,carnet de chèques,1,136
197284,carré magique,1,72
197292,carte de séjour,1,56
197300,carte verte,1,54
197307,casier fiscal,1,52
197310,casser la tête à qqn,1,52
197339,causer des ennuis à,1,52
197343,cavité amniotique,1,52
197344,cavité buccale,1,58
197345,cavité utérine,1,52
197353,ceinture de chasteté,1,58
197358,ceinture pelvienne,1,58
197359,ceinture scapulaire,1,62
197376,cellule embryonnaire,1,52
197378,cellule sanguine,1,72
197384,centre de détention,1,52
197390,centre droit,1,90
197418,cestodose,1,52
197423,chaîne alimentaire,1,56
197428,chaîne du froid,1,72
197440,chambre forte,1,72
197442,chambre funéraire,1,70
197448,champ gravitationnel,1,60
197477,chapelle ardente,1,64
197484,chargé de famille,1,52
197507,chef de clan,1,52
197509,chef de famille,1,66
197512,chef du protocole,1,52
197527,chercher ses mots,1,52
197530,cheval à bascule,1,54
197543,chili con carne,1,110
197548,choc anaphylactique,1,64
197556,chose en soi,1,52
197568,chute des cheveux,1,52
197606,claquer la porte,1,52
197609,classe de mots,1,52
197611,classe moyenne,1,84
197628,clé dichotomique,1,58
197636,clef de contact,1,52
197651,clic clac,1,52
197672,COBOL,1,52
197715,colère noire,1,60
197722,coller à la peau,1,52
197726,collier de chien,1,52
197728,collier de perles,1,74
197730,côlon ascendant,1,54
197731,côlon descendant,1,52
197732,côlon transverse,1,52
197735,colonie pénitentiaire,1,52
197774,commandant militaire,1,52
197781,comme ci comme ça,1,56
197788,comme par hasard,1,52
197793,comme un cochon,1,64
197795,comme un dieu,1,58
197797,comme une bête,1,58
197806,commerce triangulaire,1,58
197808,commettre une erreur,1,56
197824,communauté urbaine,1,56
197828,compacte,1,56
197834,comparatif de supériorité,1,52
197860,compter pour du beurre,1,52
197863,compter sur ses doigts,1,54
197879,condamnation à perpétuité,1,58
197883,condition physique,1,54
197884,condition sine qua non,1,52
197886,conditions de vie,1,52
197887,conditions météorologiques,1,64
197888,conduire à,1,54
197901,conférence de presse,1,56
197905,confit en dévotion,1,58
197907,conflit social,1,64
197921,conseil de classe,1,100
197922,conseil de discipline,1,68
197935,constante de Planck,1,66
197962,contrôle fiscal,1,58
197966,convention collective,1,62
197983,cordon néphrogène,1,52
197984,cordon sanitaire,1,52
197993,corps caverneux,1,128
197997,corps de Nissl,1,64
198002,corps médical,1,56
198022,coucher avec qqn,1,52
198023,coucher du soleil,1,74
198027,coulée de lave,1,56
198028,couler de source,1,52
198031,couler une bielle,1,56
198035,couleur froide,1,52
198038,coup de barre,1,60
198040,coup de fil,1,102
198042,coup de frein,1,70
198044,coup de grisou,1,64
198047,coup de poignard dans le dos,1,54
198050,coup de sifflet,1,64
198051,coup de torchon,1,54
198065,couper le souffle,1,52
198070,Cour de cassation,1,52
198079,courbe en cloche,1,54
198080,courber la tête,1,52
198088,courir la prétentaine,1,54
198089,courir le monde,1,52
198090,courir le risque de,1,56
198097,couronne mortuaire,1,56
198111,court sur pattes,1,52
198129,cracher ses poumons,1,52
198132,craindre le pire,1,52
198139,craquer pour,1,56
198156,creuser sa tombe avec ses dents,1,52
198160,crever de faim,1,52
198161,crever de jalousie,1,52
198164,cri primal,1,56
198174,crise cardiaque,1,164
198175,crise de jalousie,1,98
198179,critiqué,1,78
198181,crochet du gauche,1,52
198187,crotte de bique,1,58
198204,culotte de cheval,1,52
198211,culture cellulaire,1,52
198212,culture de tissus,1,52
198216,cure de désintoxication,1,60
198230,DAB,1,110
198243,dans de beaux draps,1,52
198249,dans la gêne,1,52
198282,dans les cordes de,1,62
198290,dans tous les cas,1,52
198291,dans tous les sens,1,68
198292,dans tous ses états,1,56
198331,de condition modeste,1,52
198332,de confiance,1,54
198341,de droite à gauche,1,62
198351,de gauche à droite,1,60
198358,de haute futaie,1,52
198360,de haute volée,1,60
198362,de jais,1,52
198367,de la main gauche,1,54
198376,de longue haleine,1,52
198377,de luxe,1,52
198382,de mauvais poil,1,72
198390,de mon temps,1,58
198400,de peur de,1,62
198418,de profil,1,52
198419,de propagande,1,54
198429,de retour,1,52
198432,de Saxe,1,52
198438,de Sèvres,1,52
198447,de tous côtés,1,52
198448,de tous les diables,1,52
198452,de tout et de rien,1,58
198460,de toutes parts,1,52
198471,débat contradictoire,1,54
198473,débat télévisé,1,74
198474,débile mental,1,56
198475,débit cardiaque,1,58
198481,décalage horaire,1,80
198489,déclaration de guerre,1,54
198499,décollation de saint Denis,1,52
198500,décollement de la rétine,1,74
198510,décrocher la timbale,1,60
198518,défaut de fabrication,1,54
198530,défrayer la chronique,1,52
198539,degré de parenté,1,54
198551,demande en mariage,1,64
198554,demander conseil,1,56
198564,démêler le vrai du faux,1,54
198571,démon tentateur,1,52
198575,dénouement heureux,1,52
198576,denrée alimentaire,1,76
198580,départ en retraite,1,54
198584,dépasser les bornes,1,58
198588,dépendre de,1,52
198589,dépenser sans compter,1,52
198602,depuis longtemps,1,58
198604,depuis toujours,1,60
198607,dérive des continents,1,60
198608,dériver de,1,52
198611,dernier souffle,1,58
198612,dernière carte,1,52
198613,dernières volontés,1,52
198616,dérouler le tapis rouge,1,52
198619,des clopinettes,1,60
198623,des fois que,1,60
198638,descendre en flammes,1,54
198666,deux fois,1,64
198705,différence de potentiel,1,52
198708,digne de confiance,1,60
198709,digne de foi,1,54
198719,ding dong,1,54
198724,dire au revoir,1,106
198725,dire bonjour,1,122
198727,dire bonsoir,1,52
198731,dire du mal de,1,52
198732,dire la messe,1,68
198733,dire la vérité,1,56
198735,dire merci,1,68
198740,dire un prix,1,56
198750,discipline scolaire,1,66
198768,disque intervertébral,1,82
198771,distance de visibilité,1,52
198778,division cellulaire,1,64
198784,docteur en pharmacie,1,54
198791,dominer la situation,1,52
198807,donner de ses nouvelles,1,58
198824,donner envie de vomir,1,52
198841,donner le ton,1,52
198845,donner lieu à,1,54
198851,donner rendez-vous,1,62
198856,donner signe de vie,1,54
198857,donner son accord,1,52
198868,donner un coup de fouet,1,58
198870,donner un coup de peigne,1,52
198876,donner une note,1,54
198881,donneur de sperme,1,60
198888,dos vert,1,56
198889,dossier médical,1,64
198892,double bémol,1,52
198896,double jeu,1,52
198901,double vie,1,74
198907,douter de,1,52
198912,drapeau blanc,1,72
198921,droit de chasse,1,58
198923,droit de garde,1,52
198931,droit de visite,1,52
198942,du matin au soir,1,52
198946,du mieux possible,1,58
198950,du tac au tac,1,54
198953,du vent,1,88
198965,duty free,1,52
198975,eaux troubles,1,54
198990,échelle de Beaufort,1,60
198993,échelle de meunier,1,52
198995,échelle de valeurs,1,52
199021,écorché vif,1,54
199035,éducation civique,1,62
199048,effiler les chiens,1,52
199062,élément de preuve,1,54
199070,élever au carré,1,52
199078,éloge funèbre,1,62
199088,embarras gastrique,1,54
199109,empêcher de dormir,1,64
199144,en avoir par-dessus la tête,1,54
199149,en avoir ras le cul,1,52
199152,en baisse,1,54
199166,en branches,1,76
199183,en clair,1,64
199184,en coin,1,76
199186,en compagnie,1,52
199212,en dehors,1,52
199225,en deux coups de cuillère à pot,1,54
199227,en deux temps trois mouvements,1,94
199260,en faire trop,1,54
199263,en faire voir de toutes les couleurs,1,52
199268,en file indienne,1,70
199279,en grain,1,64
199285,en hauteur,1,52
199304,en larmes,1,54
199321,en moins de deux,1,56
199330,en paix,1,58
199347,en placer une,1,52
199357,en pleine lumière,1,54
199361,en poire,1,52
199385,en recommandé,1,52
199398,en ruine,1,70
199407,en société,1,52
199408,en soi,1,52
199424,en temps et heure,1,52
199425,en temps opportun,1,52
199427,en temps utile,1,52
199431,en tenir une couche,1,82
199438,en toute amitié,1,54
199442,en toute franchise,1,52
199447,en toute simplicité,1,62
199450,en train de,1,58
199461,en vers,1,54
199465,en vigueur,1,52
199470,en voiture,1,112
199491,énergie cinétique,1,68
199493,énergie interne,1,56
199496,énergie mécanique,1,54
199500,énergie vitale,1,58
199502,énergies fossiles,1,54
199505,enfant adoptif,1,54
199506,enfant adultérin,1,76
199508,enfant gâté,1,76
199510,enfant unique,1,66
199512,enfiler des perles,1,52
199524,ennemi public numéro un,1,56
199529,enquêter sur,1,52
199537,enseignement professionnel,1,56
199543,entamer une couleur,1,64
199544,entendre des voix,1,56
199549,enterrer sa vie de garçon,1,58
199560,entrebâillé,1,58
199567,entrée interdite,1,52
199576,entrer en collision,1,52
199577,entrer en collision avec,1,52
199583,entrer en guerre,1,54
199599,envoyer au diable,1,58
199601,envoyer chier,1,78
199607,envoyer valser,1,68
199621,épingle de cravate,1,54
199629,épouvantail à moineaux,1,52
199647,équilibre instable,1,52
199653,équinoxe de printemps,1,52
199656,équipement sanitaire,1,52
199663,ère glaciaire,1,52
199671,errare humanum est,1,52
199680,erreur judiciaire,1,56
199695,escort girl,1,62
199732,essuyer un refus,1,52
199734,estime de soi,1,128
199758,établissement financier,1,54
199774,état comateux,1,54
199779,état de fait,1,54
199780,état de grâce,1,56
199785,état de santé,1,60
199790,état fébrile,1,52
199791,état général,1,54
199793,état second,1,52
199794,État souverain,1,52
199809,être à bout de forces,1,60
199816,être à couteaux tirés,1,52
199821,être à la barre,1,54
199837,être à sec,1,110
199844,être affecté,1,54
199859,être au régime,1,58
199869,être aux cent coups,1,52
199879,être bien dans sa peau,1,58
199885,être bloqué,1,52
199888,être bouché,1,56
199889,être capot,1,52
199892,être chauve,1,52
199893,être choqué,1,54
199896,être comme chien et chat,1,56
199903,être cuit,1,56
199905,être dans,1,52
199909,être dans la misère,1,62
199912,être dans le cirage,1,68
199917,être dans le sac,1,52
199933,être dans ses petits souliers,1,62
199934,être dans son assiette,1,52
199953,être de mauvais poil,1,184
199967,être dupe,1,56
199974,être en accord,1,52
199989,être en danger,1,58
199990,être en désaccord,1,82
200005,être en manque,1,90
200006,être en mauvaise posture,1,56
200015,être en sueur,1,52
200016,être en train,1,54
200017,être en train de,1,58
200019,être en usage,1,52
200020,être en vigueur,1,52
200022,être enceinte,1,184
200029,être esclave de sa parole,1,52
200044,être jaloux de,1,54
200047,être là,1,54
200051,être la proie des flammes,1,52
200061,être mal,1,56
200063,être mal luné,1,70
200065,être menacé de,1,52
200067,être né coiffé,1,52
200083,être pour,1,68
200086,être près de ses sous,1,52
200095,être raide comme un passe-lacet,1,54
200098,être rassasié,1,52
200099,être redevable,1,52
200102,être revenu de tout,1,52
200105,être sans le sou,1,118
200107,être sans un,1,64
200119,être sur la défensive,1,52
200136,être toujours par monts et par vaux,1,52
200166,évasion fiscale,1,80
200169,évènementiel,1,52
200190,excès de table,1,58
200237,explosion nucléaire,1,52
200241,extinction des feux,1,54
200252,exuviation,1,52
200253,fabricant de chaussures,1,62
200254,face de lune,1,52
200301,faire amende honorable,1,60
200305,faire attendre,1,66
200306,faire attention à,1,52
200311,faire barrage,1,98
200315,faire bombance,1,62
200321,faire bouger,1,56
200332,faire comme si,1,62
200340,faire craquer,1,56
200341,faire crédit,1,58
200343,faire date,1,52
200348,faire de la lèche,1,52
200355,faire des achats,1,52
200357,faire des avances,1,62
200358,faire des bulles,1,54
200368,faire des dettes,1,54
200373,faire des économies,1,52
200378,faire des enfants,1,54
200383,faire des gammes,1,58
200387,faire des mèches,1,54
200389,faire des pâtés,1,52
200390,faire des ravages dans les cœurs,1,52
200393,faire des reproches,1,58
200406,faire diversion,1,52
200408,faire dodo,1,78
200415,faire du cocooning,1,54
200420,faire du porte à porte,1,58
200426,faire du surplace,1,52
200440,faire étape,1,60
200455,faire frais,1,58
200458,faire froid,1,86
200479,faire la caisse,1,52
200481,faire la chaîne,1,52
200499,faire la lessive,1,98
200501,faire la moue,1,52
200504,faire la peau à,1,52
200506,faire la plonge,1,56
200507,faire la quête,1,52
200518,faire le difficile,1,60
200524,faire le guet,1,52
200539,faire le siège de,1,52
200541,faire le sourd,1,54
200546,faire le tour du monde,1,56
200547,faire le valet,1,52
200554,faire lever,1,64
200574,faire obstruction,1,54
200576,faire part,1,54
200578,faire partir,1,52
200579,faire parvenir,1,52
200583,faire patienter,1,54
200584,faire payer,1,54
200585,faire payer cher,1,52
200588,faire pénitence,1,56
200604,faire prisonnier,1,54
200610,faire réagir,1,64
200612,faire rentrer,1,52
200616,faire rire la galerie,1,52
200621,faire saliver,1,62
200638,faire ses études,1,60
200642,faire silence,1,58
200646,faire son devoir,1,52
200651,faire son sac,1,52
200653,faire sortir,1,54
200662,faire tourner les têtes,1,52
200665,faire travailler,1,60
200666,faire tremper,1,60
200668,faire triste mine,1,54
200671,faire un bide,1,62
200676,faire un caprice,1,52
200677,faire un choix,1,52
200678,faire un compromis,1,64
200685,faire un effort,1,58
200687,faire un essai,1,58
200688,faire un exemple,1,60
200689,faire un faux,1,54
200691,faire un four,1,56
200698,faire un plongeon,1,52
200701,faire un procès,1,56
200702,faire un signe,1,54
200704,faire un somme,1,54
200719,faire une distinction,1,52
200738,faire vivre,1,52
200745,faire-part de décès,1,56
200773,fait comme un rat,1,66
200800,fausse pierre,1,58
200802,fausse science,1,52
200808,faute de grives on mange des merles,1,54
200810,fauteuil club,1,52
200812,fauteur de troubles,1,52
200813,faux ami,1,54
200823,faux du cervelet,1,54
200824,faux en écriture,1,58
200839,faux-jeton,1,52
200844,fécondation in vitro,1,100
200846,fée Carabosse,1,52
200851,femme à barbe,1,78
200854,femme de petite vertu,1,56
200859,femme-objet,1,62
200869,fer à pantoufle,1,52
200887,fermer la bouche,1,52
200914,fête des Morts,1,54
200927,feu à volonté,1,54
200928,feu de file,1,52
200931,feu de position,1,62
200936,feuille de route,1,52
200941,feux de position,1,54
200942,feux de route,1,60
200946,fiat lux,1,52
200952,fibre musculaire,1,70
200953,fibre nerveuse,1,74
200988,fil à broder,1,52
201009,filiation naturelle,1,52
201013,fille de famille,1,52
201017,film érotique,1,70
201018,film pornographique,1,134
201021,fils de famille,1,60
201025,fin limier,1,62
201054,flore microbienne,1,60
201056,flou artistique,1,58
201089,fonds de placement,1,52
201109,force de caractère,1,64
201113,force électrique,1,56
201119,force physique,1,70
201131,forcer la dose,1,54
201136,forcer le trait,1,56
201137,forcer un barrage,1,78
201157,forme libre,1,58
201173,formule chimique,1,60
201174,formule dentaire,1,52
201176,formule sanguine,1,54
201179,fort des Halles,1,68
201185,fosse septique,1,54
201186,fossette cystique,1,52
201207,frais comme un gardon,1,52
201216,franchise postale,1,52
201230,free lance,1,52
201231,frein à disque,1,76
201232,frein moteur,1,102
201233,freiner des quatre fers,1,64
